,Context,Conext_translation
4188,"Leaving someone, they all huddle under the invisibility cloak.","Dejando a alguien, todos se apiñan bajo la capa de invisibilidad."
4189,"The dog breathes out, and they stagger back.","The dog breathes out, and they stagger back."
4190,A man starts shaving his beard with a razor.,Un hombre comienza a afeitarse la barba con una navaja.
4191,He lays down in a barber chair.,Se acuesta en una silla de barbero.
4192,A man grabs a suitcase out of a car.,Un hombre saca una maleta de un coche.
4193,She enters her cluttered office reading the document.,Entra en su desordenada oficina leyendo el documento.
4194,"He falters, half astride the scooter.","Vacila, medio montado en la scooter."
4195,Later he straddles the scooter.,Más tarde se monta a horcajadas sobre el scooter.
4196,Later he straddles the scooter.,Más tarde se monta a horcajadas sobre el scooter.
4197,Driver side door opens and a woman's hand sets a pair of high heels on the ground.,La puerta del lado del conductor se abre y la mano de una mujer coloca un par de tacones altos en el suelo.
4198,Now students mill around outside East Valley Community College.,Ahora los estudiantes se mueven alrededor de East Valley Community College.
4199,She enters her cluttered office reading the document.,She enters her cluttered office reading the document.
4200,She pulls into a space in the parking lot.,Se detiene en un espacio en el estacionamiento.
4201,"Wearing a dark sunglasses, she carries a bag and travel mug, elbows her door shut.","Wearing a dark sunglasses, she carries a bag and travel mug, elbows her door shut."
4202,The man plays while people walk in and out of frame.,El hombre juega mientras la gente entra y sale del cuadro.
4203,A man is standing in front of a building playing the bag pipes.,Un hombre está parado frente a un edificio tocando los tubos de la bolsa.
4204,A man is seen standing outside playing a set of bagpipes.,Se ve a un hombre parado afuera tocando una gaita.
4205,People are standing around watching him.,La gente está parada mirándolo.
4206,A man is standing in front of a building playing the bag pipes.,Un hombre está parado frente a un edificio tocando los tubos de la bolsa.
4207,The man plays while people walk in and out of frame.,El hombre juega mientras la gente entra y sale del cuadro.
4208,"Later, he and someone bow, each signing a fist - to - palm gesture.","Later, he and someone bow, each signing a fist - to - palm gesture."
4209,"Now, someone holds a bamboo staff across his shoulders.","Now, someone holds a bamboo staff across his shoulders."
4210,A boxing glove smacks him.,Un guante de boxeo lo golpea.
4211,"Next, someone works the water pump with precise arm movements.","A continuación, alguien acciona la bomba de agua con movimientos precisos del brazo."
4212,"Now, trying elevated push - ups, someone collapses.","Ahora, al intentar hacer flexiones elevadas, alguien se derrumba."
4213,"Now, someone holds a bamboo staff across his shoulders.","Ahora, alguien sostiene un bastón de bambú sobre sus hombros."
4214,The glove smacks him again.,El guante lo golpea de nuevo.
4215,"Next, someone works the water pump with precise arm movements.","A continuación, alguien acciona la bomba de agua con movimientos precisos del brazo."
4216,"Later, he and someone bow, each signing a fist - to - palm gesture.","Más tarde, él y alguien hacen una reverencia, cada uno firmando un gesto de puño contra la palma."
4217,Two people are seen running inside an indoor closed room and hitting a tennis ball around with rackets.,Two people are seen running inside an indoor closed room and hitting a tennis ball around with rackets.
4218,Two people are seen running inside an indoor closed room and hitting a tennis ball around with rackets.,Se ve a dos personas corriendo dentro de una habitación cerrada interior y golpeando una pelota de tenis con raquetas.
4219,The men take turns bungee jumping from the bridge.,The men take turns bungee jumping from the bridge.
4220,The men take turns bungee jumping from the bridge.,Los hombres se turnan para hacer puenting desde el puente.
4221,"The men gather on a bridge, adorning equipment.","Los hombres se reúnen en un puente, adornando el equipo."
4222,A car is driving down a road with passengers.,Un automóvil circula por una carretera con pasajeros.
4223,A man in a gorilla costume walks along the bridge.,Un hombre disfrazado de gorila camina por el puente.
4224,A workplace kitchen is shown and there are people in and out using it.,A workplace kitchen is shown and there are people in and out using it.
4225,Male chef is working in kitchen.,Chef masculino está trabajando en la cocina.
4226,A workplace kitchen is shown and there are people in and out using it.,A workplace kitchen is shown and there are people in and out using it.
4227,A man wheels in some red fruits or vegetables and someone takes the top box and he leaves the rest.,A man wheels in some red fruits or vegetables and someone takes the top box and he leaves the rest.
4228,The worker is washing the dishes.,El trabajador lava los platos.
4229,Male chef is working in kitchen.,Chef masculino está trabajando en la cocina.
4230,The other men are bringing in crates in the back while the man is washing dishes.,Los otros hombres están trayendo cajas en la parte de atrás mientras el hombre lava los platos.
4231,The other men are bringing in crates in the back while the man is washing dishes.,The other men are bringing in crates in the back while the man is washing dishes.
4232,A cat is see close up and a person picking it up.,Un gato se ve de cerca y una persona que lo recoge.
4233,A cat is being held down in a woman's lap.,A cat is being held down in a woman's lap.
4234,The person is holding scissors and begins cutting the cat's claws.,La persona sostiene unas tijeras y comienza a cortar las garras del gato.
4235,Text is shown in a foreign language.,El texto se muestra en un idioma extranjero.
4236,"In bed, someone rests her head on someone's chest.","In bed, someone rests her head on someone's chest."
4237,A man is helping a little girl go down a slide.,Un hombre está ayudando a una niña a bajar por un tobogán.
4238,She goes down the slide on her belly.,She goes down the slide on her belly.
4239,"Still in a state of shock, someone walks into someone's room.","Todavía en estado de shock, alguien entra en la habitación de alguien."
4240,Someone bursts through the spectators.,Alguien irrumpe entre los espectadores.
4241,Someone reveals the dark mark.,Alguien revela la marca oscura.
4242,Someone pours truth serum into someone's mouth.,Someone pours truth serum into someone's mouth.
4243,He glares at someone with his mad eye.,Mira a alguien con sus ojos de loco.
4244,Someone opens his hip flask but finds it empty.,Alguien abre su petaca pero la encuentra vacía.
4245,Someone's deep gash is revealed.,Se revela la profunda herida de alguien.
4246,Someone opens his hip flask but finds it empty.,Alguien abre su petaca pero la encuentra vacía.
4247,"He wrenches off the leather patch with the mad, rolling eye, and flings it down.","He wrenches off the leather patch with the mad, rolling eye, and flings it down."
4248,Someone pours truth serum into someone's mouth.,Alguien vierte suero de la verdad en la boca de alguien.
4249,"Grabbing someone's arm, he sucks someone's blood from his fingers.","Grabbing someone's arm, he sucks someone's blood from his fingers."
4250,Someone slides shut the iron lock on the heavy wooden door.,Alguien desliza y cierra la cerradura de hierro de la pesada puerta de madera.
